,Product Name ,Product Cost,Link,Product_Img_Link,HighLight,Description,Specification,feedback ,seller
968,look hair Onion Shampoo(300ML)  (300 ml),₹298,https://www.flipkart.com/look-hair-onion-shampoo-300ml/p/itm76e2c4196b06a?pid=SMPGFGMVKA3HRSAG&lid=LSTSMPGFGMVKA3HRSAGMGHJ9H&marketplace=FLIPKART&q=shampoo&store=g9b%2Flcf%2Fqqm%2Ft36&srno=s_24_929&otracker=search&otracker1=search&fm=organic&iid=0f252cdb-7c41-4bf2-8b89-6dc570e274e5.SMPGFGMVKA3HRSAG.SEARCH&ppt=None&ppn=None&ssid=ijn7108oio0000001687456812781&qH=186764a607df448c,https://rukminim1.flixcart.com/image/612/612/kmns7m80/shampoo/a/5/8/300-onion-shampoo-300ml-look-hair-original-imagfgmu5qkjwyuz.jpeg?q=70,"Damage Repair, Deep Conditioning, Daily Care, Dryness Care, Anti-hair Fall, Split-ends, Nourishment & Moisturization, Scalp Cleansing, Anti-dandruff, Frizz Control, Color Protection, Hair Volumizing, Hair Shine, Straightening & Smoothening, Restore & Renew Shampoo Ideal For: Men & Women Suitable For: All Hair Types",No Description,"Applied For	Damage Repair, Deep Conditioning, Daily Care, Dryness Care, Anti-hair Fall, Split-ends, Nourishment & Moisturization, Scalp Cleansing, Anti-dandruff, Frizz Control, Color Protection, Hair Volumizing, Hair Shine, Straightening & Smoothening, Restore & Renew
Hair Type	All Hair Types
Container Type	Plastic Bottle
Ideal For	Men & Women
pack_of	1
Country of Origin	india",Chep quantity don't buy don't waste your money 💰🤑 :- Nice,LONGWAYTREASURE4.3
969,Forest Essentials Hair Cleanser Bhringraj & Shikakai Shampoo for Hair Fall & Dandruff  (50 ml),₹425,https://www.flipkart.com/forest-essentials-hair-cleanser-bhringraj-shikakai-shampoo-fall-dandruff/p/itme5af509e3f2c8?pid=SMPGJKHYHYA8N9HZ&lid=LSTSMPGJKHYHYA8N9HZZJUOT3&marketplace=FLIPKART&q=shampoo&store=g9b%2Flcf%2Fqqm%2Ft36&srno=s_24_930&otracker=search&otracker1=search&fm=organic&iid=0f252cdb-7c41-4bf2-8b89-6dc570e274e5.SMPGJKHYHYA8N9HZ.SEARCH&ppt=None&ppn=None&ssid=ijn7108oio0000001687456812781&qH=186764a607df448c,https://rukminim1.flixcart.com/image/612/612/xif0q/shampoo/v/m/a/-original-imagqgcycnzsx4qr.jpeg?q=70,"Anti-dandruff, Anti-hair Fall, Restore & Renew, Scalp Cleansing Shampoo Ideal For: Men & Women Suitable For: All Hair Types Composition: Bhringraj,Shikakai,Reetha,Coconut milk","Forest Essentials Bhringraj and Shikakai Hair Cleanser is an ideal solution that controls hair thinning, breakage and promotes regrowth. Bhringraj improves hair growth and reduces hair fall. Shikakai infusion and liquorice contain micronutrients that help to reduce dandruff.
 
This potent Ayurvedic preparation effectively cleanses the scalp and hair, without stripping the natural oils.
It nourishes the scalp to control hair thinning and breakage, while stimulating growth of new hair.
It helps to control dandruff and soothes the scalp.
Free from chemicals, parabens and petrochemicals.
Eco-friendly packaging.","Applied For	Anti-dandruff, Anti-hair Fall, Restore & Renew, Scalp Cleansing
Hair Type	All Hair Types
Composition	Bhringraj,Shikakai,Reetha,Coconut milk
Container Type	Plastic Bottle
Ideal For	Men & Women
pack_of	1",Good.. 😊,TradePLFIPLecom5
970,"BIOLAGE SMOOTHPROOF Shampoo for Frizzy Hair, Controls Frizz, Vegan & No Added Parabens  (200 ml)",₹225,https://www.flipkart.com/biolage-smoothproof-shampoo-frizzy-hair-controls-frizz-vegan-no-added-parabens/p/itm6d4cb938ff3b1?pid=SMPFWP4YKZJJFGGE&lid=LSTSMPFWP4YKZJJFGGEMUCUVG&marketplace=FLIPKART&q=shampoo&store=g9b%2Flcf%2Fqqm%2Ft36&srno=s_24_931&otracker=search&otracker1=search&fm=organic&iid=en_8G1br2YUrzZiwxZDb2b%2F4eT1%2Fr%2FQXapg%2FP%2BWv1lYa8WPKiXsUACOuZnGnqAN8JyLavHDIlyO8jfJYRF%2BlRZsCA%3D%3D&ppt=None&ppn=None&ssid=ijn7108oio0000001687456812781&qH=186764a607df448c,https://rukminim1.flixcart.com/image/612/612/xif0q/shampoo/z/s/1/-original-imagqezmbv4qutfu.jpeg?q=70,Frizz Control Shampoo Ideal For: Men & Women Suitable For: Frizzy Hair Composition: Camellia Flower,"Powered by exotic, humidity resistant Camellia flower. Paraben free shampoo that covers hair in a nourishing shield to provide frizz control and smoothness. Gives perfectly smooth, frizz-free hair for upto 72 hours When using the system of SMOOTHPROOF shampoo, conditioner and serum vs. a non-conditioning shampoo. 
How to use - Apply to wet hair with a gentle massaging motion. Lather well. Rinse the hair, for best results follow up with a SMOOTHPROOF conditioner.","Applied For	Frizz Control
Hair Type	Frizzy Hair
Composition	Camellia Flower
Container Type	Plastic Bottle
Ideal For	Men & Women
pack_of	1",This purchase was after I saw a beauty vlogger gave her review which made me curious to try this out and surely I am so happy that I found a perfect shampoo for my frizzy and flyaway....this shampoo works perfect with the conditioner and surely recommend this for anyone who are struggling with frizzy hair and flyaway....these are my experience with the shampoo and might work differently for different people. For me its good !! :- ❤️❤️ my hair make smooth n soft it's really work 👍 :- As a curly hair girl i personally love this shampoo. If you want frizz free hair or if you are someone who has done any kind of hair treatments then definitely go for this product. Thanks to the seller and flipkart :),TradePLFIPLecom5
971,PARK AVENUE Beer Damage Free Shampoo  (350 ml),₹180,https://www.flipkart.com/park-avenue-beer-damage-free-shampoo/p/itmf4p9t6hbsdwqu?pid=SMPF63BUNRWJRFPT&lid=LSTSMPF63BUNRWJRFPTFNHQEM&marketplace=FLIPKART&q=shampoo&store=g9b%2Flcf%2Fqqm%2Ft36&srno=s_24_932&otracker=search&otracker1=search&fm=organic&iid=en_8G1br2YUrzZiwxZDb2b%2F4eT1%2Fr%2FQXapg%2FP%2BWv1lYa8VxhR8WRcV%2BqbbOCPENXfd1GyNaWZZwk3NVoAD1E8akLg%3D%3D&ppt=None&ppn=None&ssid=ijn7108oio0000001687456812781&qH=186764a607df448c,https://rukminim1.flixcart.com/image/612/612/kv5kfww0/shampoo/x/q/n/damage-free-hair-beer-shampoo-park-avenue-original-imag84apfehn2ych.jpeg?q=70,Damage Repair Shampoo Ideal For: Men & Women Suitable For: All Hair Types Composition: Ingredients on Tag,No Description,"Applied For	Damage Repair
Hair Type	All Hair Types
Composition	Ingredients on Tag
Container Type	Plastic Bottle
Ideal For	Men & Women
pack_of	1
Country of Origin	india",I used it last 9 months regularly... it is just awesome... when you use it regularly your hairs are very smooth and soft ...There is no dandruff in your hairs ...thank you  so  much Flipkart For this awesome product delivered me.... Superfast Delivery... happy 😄😘 :- No doubt Product is Good but not very good bacause it's contain lots of chemical and if you really want to use it first do some deep  research then buy bacause this shampoo is not good for all type of hair that's why you must be careful about it  before buy......... thank you if it's help.... :- shampoo is good. it makes ur hair more silky and tangle free. it feels like conditioner after using coz is super soft. smells good and gives u a great hair look,DIIATBonline4.8
972,"Dabur Germ Protection Shampoo for Flake Free Scalp, Upto 99.99% Germ Protection  (640 ml)",₹260,https://www.flipkart.com/dabur-germ-protection-shampoo-flake-free-scalp-upto-99-99/p/itm3c72464e2413e?pid=SMPFWYJP9HNRGAAP&lid=LSTSMPFWYJP9HNRGAAPIS7U5J&marketplace=FLIPKART&q=shampoo&store=g9b%2Flcf%2Fqqm%2Ft36&srno=s_24_933&otracker=search&otracker1=search&fm=organic&iid=0f252cdb-7c41-4bf2-8b89-6dc570e274e5.SMPFWYJP9HNRGAAP.SEARCH&ppt=None&ppn=None&ssid=ijn7108oio0000001687456812781&qH=186764a607df448c,https://rukminim1.flixcart.com/image/612/612/kolsscw0/shampoo/z/m/p/vatika-germ-protection-shampoo-provides-upto-99-9-germ-original-imag3yrst9mpsmuf.jpeg?q=70,Nourishment & Moisturization Shampoo Ideal For: Men & Women Suitable For: All Hair Types,"Do you want to ensure that you have a clean & moisturized scalp ? Try Dabur Vatika Germ Protection Shampoo - with the Goodness of Sattposhan. It contains 7 Natural Ingredients - Neem, Aloe Vera, Lemon, Methi, Rosemary, Tea Tree & Almond to give you up to 99.9% Germ Protection, and a moisturized, flake free scalp","Applied For	Nourishment & Moisturization
Hair Type	All Hair Types
Container Type	Dispenser
Ideal For	Men & Women
pack_of	1","This is just a value of money. A good deal on an Affordable price with nice composition and branded product. And of course handled and delivered with care by flipcart and the deliverer. :- Nice product package is too good but it gets leaked outside please just don't do it again. Nice product, good package thank u , thanks a lot and good offer, value for money than other all shops. Thank u. :- Awsome shampoo very smooth ness my hair thanks flipkart",SURICYBCOMBazaar4.7
973,KESUDA smooth and silky Aloevera Amla Shampoo combo can (500ml+500ml+1L)  (2 L),₹555,https://www.flipkart.com/kesuda-smooth-silky-aloevera-amla-shampoo-combo-can-500ml-500ml-1l/p/itm7b57ef517a113?pid=SMPFWGKJ4FKNYBFC&lid=LSTSMPFWGKJ4FKNYBFCON4MVR&marketplace=FLIPKART&q=shampoo&store=g9b%2Flcf%2Fqqm%2Ft36&srno=s_24_934&otracker=search&otracker1=search&fm=organic&iid=0f252cdb-7c41-4bf2-8b89-6dc570e274e5.SMPFWGKJ4FKNYBFC.SEARCH&ppt=None&ppn=None&ssid=ijn7108oio0000001687456812781&qH=186764a607df448c,https://rukminim1.flixcart.com/image/612/612/kg6vfrk0/shampoo/b/f/c/2-smooth-and-silky-aloevera-amla-shampoo-combo-can-500ml-500ml-original-imafwh9q6gbcgrrz.jpeg?q=70,"Anti-dandruff, Anti-hair Fall, Color Protection, Daily Care, Damage Repair, Deep Conditioning, Dryness Care, Frizz Control, Hair Shine, Hair Volumizing, Nourishment & Moisturization, Restore & Renew, Scalp Cleansing, Softening & Silkening, Split-ends, Straightening & Smoothening Shampoo Ideal For: Men & Women Suitable For: All Hair Types Composition: Amla & Aloevera Extract, cdea, cabp,DM water, Preservative , Perfume & Colour, sodium lauryl ether sulphte,","KESUDA Conditioning shampoos are formulated to provide the dual benefit of a shampoo as well as conditioner. It is a sophisticated hair care product, which has a shampoo and conditioner in one. In general, using a conditioning shampoo before adding a separate conditioner help provide optimal relief for ultra dry scalp and hair. 

 KESUDA Conditioning shampoos condition from within while cleaning and nourishing your hair. Modern day, conditioning shampoos are formulated by experts with a perfect balance of chemicals and natural ingredients like Aloevera, Amla and shikakai. Unlike other shampoos, Conditioning shampoos have proved to be extremely good for dry hair as they add to the natural oil supply and gives dry hair, shine as well as strength.","Applied For	Anti-dandruff, Anti-hair Fall, Color Protection, Daily Care, Damage Repair, Deep Conditioning, Dryness Care, Frizz Control, Hair Shine, Hair Volumizing, Nourishment & Moisturization, Restore & Renew, Scalp Cleansing, Softening & Silkening, Split-ends, Straightening & Smoothening
Hair Type	All Hair Types
Composition	Amla & Aloevera Extract, cdea, cabp,DM water, Preservative , Perfume & Colour, sodium lauryl ether sulphte,
Container Type	Plastic Bottle
Ideal For	Men & Women
pack_of	3
Country of Origin	india",,AVEETO COSMOTECH4.6
974,SUNSILK SP1  (650 ml),₹565,https://www.flipkart.com/sunsilk-sp1/p/itm6d2828d9c3d8a?pid=SMPG9DYNYBSQNPDF&lid=LSTSMPG9DYNYBSQNPDFO51TLS&marketplace=FLIPKART&q=shampoo&store=g9b%2Flcf%2Fqqm%2Ft36&srno=s_24_935&otracker=search&otracker1=search&fm=organic&iid=0f252cdb-7c41-4bf2-8b89-6dc570e274e5.SMPG9DYNYBSQNPDF.SEARCH&ppt=None&ppn=None&ssid=ijn7108oio0000001687456812781&qH=186764a607df448c,https://rukminim1.flixcart.com/image/612/612/kwqq1zk0/shampoo/5/9/l/650-sp1-sunsilk-original-imag9dynzjjccgdc.jpeg?q=70,Nourishment & Moisturization Shampoo Ideal For: Men & Women Suitable For: All Hair Types,No Description,"Applied For	Nourishment & Moisturization
Hair Type	All Hair Types
Container Type	Dispenser
Ideal For	Men & Women
pack_of	1
Country of Origin	INDIA",Very good :- Low product :- Best product ever best seller,TheDreamDeal4.1
975,KHADI NATURAL Shikakai shampoo  (420 ml),₹285,https://www.flipkart.com/khadi-natural-shikakai-shampoo/p/itmf3xfrnfq6hqyc?pid=SMPEWBG7JMSCP2KQ&lid=LSTSMPEWBG7JMSCP2KQHPX02X&marketplace=FLIPKART&q=shampoo&store=g9b%2Flcf%2Fqqm%2Ft36&srno=s_24_936&otracker=search&otracker1=search&fm=organic&iid=0f252cdb-7c41-4bf2-8b89-6dc570e274e5.SMPEWBG7JMSCP2KQ.SEARCH&ppt=None&ppn=None&ssid=ijn7108oio0000001687456812781&qH=186764a607df448c,https://rukminim1.flixcart.com/image/612/612/jyug0i80/shampoo/2/k/q/420-shikakai-shampoo-khadi-natural-original-imafjy3rmq22hbhs.jpeg?q=70,"Damage Repair, Anti-dandruff, Anti-hair Fall, Hair Shine Shampoo Ideal For: Men & Women Suitable For: All Hair Types",No Description,"Applied For	Damage Repair, Anti-dandruff, Anti-hair Fall, Hair Shine
Hair Type	All Hair Types
Container Type	Plastic Bottle
Ideal For	Men & Women
pack_of	2",Good :- Please don't buy. They gave wrong brand. Instead of khadi natural they had given khadi india :- Best shampoo in market,KT BROTHERS 3.4
976,"St.Botanica Pro Keratin & Argan Oil Smooth Therapy Shampoo, 300ml - Intense Hair Repair For Dry, Damaged & Color Treated Hair, No Parabens, Silicons or SLS/Sulphate  (300 ml)",₹359,https://www.flipkart.com/st-botanica-pro-keratin-argan-oil-smooth-therapy-shampoo-300ml-intense-hair-repair-dry-damaged-color-treated-hair-no-parabens-silicons-sls-sulphate/p/itmeeecec497af65?pid=SMPFJHN5KFYZVC2A&lid=LSTSMPFJHN5KFYZVC2AHFS0NZ&marketplace=FLIPKART&q=shampoo&store=g9b%2Flcf%2Fqqm%2Ft36&srno=s_24_937&otracker=search&otracker1=search&fm=organic&iid=en_8G1br2YUrzZiwxZDb2b%2F4eT1%2Fr%2FQXapg%2FP%2BWv1lYa8WLtFeQpyrzDbWg%2FzbRQgUkbzFQzpF7YGC6vAOY9R4VHA%3D%3D&ppt=None&ppn=None&ssid=ijn7108oio0000001687456812781&qH=186764a607df448c,https://rukminim1.flixcart.com/image/612/612/l5h2xe80/shampoo/l/u/q/-original-imagg4wgccpwjhjp.jpeg?q=70,"Damage Repair Shampoo Ideal For: Men & Women Suitable For: All Hair Types Composition: Purified Water, Sodium Cocoyl Isethionate (Derived from coconut), Sodium Lauroyl Sarcosinate (Derived from coconut), Vegetable Glycerin, Beheneth-25 Methacrylate Copolymer, Cocamidopropyl Betaine (Derived from coconut oil), Ethylene Glycol Distearate, Guar Hydroxypropyltrimonium Chloride (Derived from guar gum), Polyquaternium 10,",No Description,"Applied For	Damage Repair
Hair Type	All Hair Types
Composition	Purified Water, Sodium Cocoyl Isethionate (Derived from coconut), Sodium Lauroyl Sarcosinate (Derived from coconut), Vegetable Glycerin, Beheneth-25 Methacrylate Copolymer, Cocamidopropyl Betaine (Derived from coconut oil), Ethylene Glycol Distearate, Guar Hydroxypropyltrimonium Chloride (Derived from guar gum), Polyquaternium 10,
Container Type	Plastic Bottle
Ideal For	Men & Women
pack_of	1
Country of Origin	India","I purchased this product for my wife. She has started using this Pro keratin & Argan oil shampoo almost 3 weeks back. Before I share my review on this product, I must say my wife has some really dry hair and unfortunately her journalism work demands her to travel a lot, which exposes her to dust, dirt, pollution and what not! Just video chatting with her last night, I noticed her hair quality has shown some good changes and asked her about it, and she said she is using this shampoo and likin... :- I've been using it along with the conditioner with the same name. They should be used together for best results. I've attached a picture to show the difference in their feel and colour. The shampoo is thinner and off white while the conditioner is creamier.Pros - = It is made from amazing ingredients like Argan Oil, Bhringraj Oil and Sweet Almond Oil. It's chemical free too. = It effectively cleans the hair and makes them smooth. = The smell lasts long. = It feels premium and should be ... :- This is the first time I am using this product. It was available in neat package arrived at time. Comparing with other shampoos, this extremely suited my hair well. No frizz,  good smell and easy to use. I get headache and hair fall whenever I use other shampoos, but this one proved me wrong. It retains moisture in the scalp. No sulphate and parabens. So very safe to use and an user friendly. The cost was a bit more, but comparing it's quality and other sulphate free shampoos St. Botanica is ...",STBOTANICA4.7
977,WOW SKIN SCIENCE Onion Shampoo for Hair Growth and Hair Fall Control  (300 ml),₹299,https://www.flipkart.com/wow-skin-science-onion-shampoo-hair-growth-fall-control/p/itm2cce4a237c884?pid=SMPFKVGHRMZMP7J3&lid=LSTSMPFKVGHRMZMP7J3LEYW1O&marketplace=FLIPKART&q=shampoo&store=g9b%2Flcf%2Fqqm%2Ft36&srno=s_24_938&otracker=search&otracker1=search&fm=organic&iid=en_8G1br2YUrzZiwxZDb2b%2F4eT1%2Fr%2FQXapg%2FP%2BWv1lYa8WgaAYi3Yt8JumtxKPynZjAWCgZ%2BHFRB9uukv7Y05JHZw%3D%3D&ppt=None&ppn=None&ssid=ijn7108oio0000001687456812781&qH=186764a607df448c,https://rukminim1.flixcart.com/image/612/612/xif0q/shampoo/4/u/v/-original-imagnkryfgwxjvnc.jpeg?q=70,"Nourishment & Moisturization, Damage Repair, Scalp Cleansing, Anti-hair Fall, Anti-dandruff, Straightening & Smoothening Shampoo Ideal For: Men & Women Suitable For: All Hair Types Composition: Red onion extract and black seed oil",No Description,"Applied For	Nourishment & Moisturization, Damage Repair, Scalp Cleansing, Anti-hair Fall, Anti-dandruff, Straightening & Smoothening
Hair Type	All Hair Types
Composition	Red onion extract and black seed oil
Container Type	Plastic Bottle
Ideal For	Men & Women
pack_of	1
Country of Origin	India","It's really a sulphate free hair friendly product..!! As there is no Sulphates the lather formation will be of course poor.. So keep that in mind.. Question is do you want lather at the cost of your Baldness or Good strong hair without lather formation..I want to clarify it more properly.. Lather formation occurs on 3rd wash..!!Steps to follow:take a small mug type thing in which you can dilute your (5-6times pressed out amount for men) shampoo in that mug with Warm or hot water of gyser..... :- Pretty damn good shaampoo. Doesn't leave the hair sticky or too dry. Good fragrance. No unwanted chemicals used making it safer to use. Usually while getting up in morning my hair used to sticky/tangled conditions but used this at night the next it was amazing.Would really recommend the products of WOW to anyone.And thanks to Flipkart for having such great products and delivering those with great packaging and on time... :- Product is quite good, but fragrance is not as good as the apple cider vinegar one which i had previously used but that's good.It does it's work well, hair becomes shiny and smooth.Will give more details after long time use.",BodyCupid4.5
978,Wella Professionals Volumize 1 Weightlessly Cares Shampoo  (250 ml),"₹1,385",https://www.flipkart.com/wella-professionals-volumize-1-weightlessly-cares-shampoo/p/itmf3xfsfz5ymvwb?pid=SMPEG38CFTZSKBVM&lid=LSTSMPEG38CFTZSKBVM0GKOBS&marketplace=FLIPKART&q=shampoo&store=g9b%2Flcf%2Fqqm%2Ft36&srno=s_24_939&otracker=search&otracker1=search&fm=organic&iid=0f252cdb-7c41-4bf2-8b89-6dc570e274e5.SMPEG38CFTZSKBVM.SEARCH&ppt=None&ppn=None&ssid=ijn7108oio0000001687456812781&qH=186764a607df448c,https://rukminim1.flixcart.com/image/612/612/shampoo/b/v/m/wella-250-volumize-1-weightlessly-cares-shampoo-original-imaegfxygckhdady.jpeg?q=70,Nourishment & Moisturization Shampoo Ideal For: Men Suitable For: Normal Hair Formulated For: Normal Hair,Wella Volumize Weightlessly Cares Shampoo 250 mL For Fine hair,"Applied For	Nourishment & Moisturization
Hair Type	Normal Hair
Ideal For	Men",,TheDreamDeal4.1
979,ROSA HERBALS Amla & Shikakai Shampoo  (1000 ml),₹250,https://www.flipkart.com/rosa-herbals-amla-shikakai-shampoo/p/itmf3xfuwjr7gbrf?pid=SMPEBUZ7VKFUYMJE&lid=LSTSMPEBUZ7VKFUYMJEBCCZVU&marketplace=FLIPKART&q=shampoo&store=g9b%2Flcf%2Fqqm%2Ft36&srno=s_24_940&otracker=search&otracker1=search&fm=organic&iid=0f252cdb-7c41-4bf2-8b89-6dc570e274e5.SMPEBUZ7VKFUYMJE.SEARCH&ppt=None&ppn=None&ssid=ijn7108oio0000001687456812781&qH=186764a607df448c,https://rukminim1.flixcart.com/image/612/612/shampoo/m/j/e/rosa-herbals-1000-amla-shikakai-shampoo-original-imaebug7crh5zubj.jpeg?q=70,"Daily Care Shampoo Ideal For: Women Suitable For: All Hair Types Formulated For: Damaged Hair, Normal Hair Composition: Ingredients: On Tag",No Description,"Applied For	Daily Care
Hair Type	All Hair Types
Composition	Ingredients: On Tag
Container Type	Plastic Bottle
Ideal For	Women
pack_of	1",I tried this product and found that this is an excellent product available at such reasonble price in market. :- so good product... :- vary vary nice product I love it and love u flipcart 5star reting 😘😘😘😘😘😘😘😘😘😘,Rosa Herbalcare4.4
980,"Meera Hairfall Care Shampoo,Goodness Of Badam & Shikakai,Paraben Free  (340 ml)",₹240,https://www.flipkart.com/meera-hairfall-care-shampoo-goodness-badam-shikakai-paraben-free/p/itmcaea08f66c311?pid=SMPFTHXQCSJJGGBT&lid=LSTSMPFTHXQCSJJGGBTBMP4R0&marketplace=FLIPKART&q=shampoo&store=g9b%2Flcf%2Fqqm%2Ft36&srno=s_24_941&otracker=search&otracker1=search&fm=organic&iid=en_8G1br2YUrzZiwxZDb2b%2F4eT1%2Fr%2FQXapg%2FP%2BWv1lYa8WRh9lOQ5%2B%2FuY4ICkiYt%2BU4NsF8F%2BtPqAAYC0u9i5SOUA%3D%3D&ppt=None&ppn=None&ssid=ijn7108oio0000001687456812781&qH=186764a607df448c,https://rukminim1.flixcart.com/image/612/612/xif0q/shampoo/g/t/f/-original-imagq9znys7j2guf.jpeg?q=70,Anti-hair Fall Shampoo Ideal For: Men & Women Suitable For: All Hair Types Composition: Shikakai and Almonds,No Description,"Applied For	Anti-hair Fall
Hair Type	All Hair Types
Composition	Shikakai and Almonds
Container Type	Plastic Bottle
Ideal For	Men & Women
pack_of	1
Country of Origin	India",It's a amazing product I use it always there is no side effects I recommend you all that this product is suitable for all types of hair! And thank you so much flip kart :- Nice quality :- Good product,OptimVRcommerce4.8
981,"Nyle Naturals Damage Repair Shampoo, With Goodness Of Shikakai And Hibiscus, 400ml  (400 ml)",₹127,https://www.flipkart.com/nyle-naturals-damage-repair-shampoo-goodness-shikakai-hibiscus-400ml/p/itmc252d5ce29136?pid=SMPG9CJKCBMFJGBG&lid=LSTSMPG9CJKCBMFJGBGLOLLTH&marketplace=FLIPKART&q=shampoo&store=g9b%2Flcf%2Fqqm%2Ft36&srno=s_24_942&otracker=search&otracker1=search&fm=organic&iid=en_8G1br2YUrzZiwxZDb2b%2F4eT1%2Fr%2FQXapg%2FP%2BWv1lYa8WEoaTrLEX%2FsM8P1MNOhpI29lruSXtm1UfgL3%2BfuaxoWg%3D%3D&ppt=None&ppn=None&ssid=ijn7108oio0000001687456812781&qH=186764a607df448c,https://rukminim1.flixcart.com/image/612/612/kwqq1zk0/shampoo/x/6/h/800-naturals-damage-repair-shampoo-with-goodness-of-shikakai-and-original-imag9cjhah4fvvkq.jpeg?q=70,"Damage Repair Shampoo Ideal For: Men & Women Suitable For: All Hair Types Composition: Water, Sodium Laureth Sulfate, Cocamidopropylbetaine, Cocamide Mea, Peg-40 Hydrogenated Castor Oil , Peg-7 Glyceryl Cocoate , Peg/Ppg-120/10 Trimethylolpropane Trioleate , Glycerin, Carica Papaya (Papaya) Extract, Hibiscus Rosa-Sinensis (Hibiscus) Extract, Phyllanthus Emblica (Amla) Extract, Acacia Concinna (Shikakai) Extract, Fragrance, Polyquaternium-10, Guar Hydroxypropyltrimonium Chloride, Benzyl Alcohol, Sodium Chloride, Disodium Edta, Citric Acid, Methylchloroisothiazolinone , Methylisothiazolinone, Bht, Sodium Benzotriazolyl Butylphenol Sulfonate, Buteth-3, Tributyl Citrate, Ci 15510.",No Description,"Applied For	Damage Repair
Hair Type	All Hair Types
Composition	Water, Sodium Laureth Sulfate, Cocamidopropylbetaine, Cocamide Mea, Peg-40 Hydrogenated Castor Oil , Peg-7 Glyceryl Cocoate , Peg/Ppg-120/10 Trimethylolpropane Trioleate , Glycerin, Carica Papaya (Papaya) Extract, Hibiscus Rosa-Sinensis (Hibiscus) Extract, Phyllanthus Emblica (Amla) Extract, Acacia Concinna (Shikakai) Extract, Fragrance, Polyquaternium-10, Guar Hydroxypropyltrimonium Chloride, Benzyl Alcohol, Sodium Chloride, Disodium Edta, Citric Acid, Methylchloroisothiazolinone , Methylisothiazolinone, Bht, Sodium Benzotriazolyl Butylphenol Sulfonate, Buteth-3, Tributyl Citrate, Ci 15510.
Container Type	Dispenser
Ideal For	Men & Women
pack_of	1
Country of Origin	India",Good shampooo :- Nice product after 1use my hair so soft :- Good,OptimVRcommerce4.8
982,TRICHUP Healthy Long & Strong Natural Shampoo 200 ml  (200 ml),₹159,https://www.flipkart.com/trichup-healthy-long-strong-natural-shampoo-200-ml/p/itm3428ad6925309?pid=SMPFYE9MFFEMW64X&lid=LSTSMPFYE9MFFEMW64XGOJCHT&marketplace=FLIPKART&q=shampoo&store=g9b%2Flcf%2Fqqm%2Ft36&srno=s_24_943&otracker=search&otracker1=search&fm=organic&iid=0f252cdb-7c41-4bf2-8b89-6dc570e274e5.SMPFYE9MFFEMW64X.SEARCH&ppt=None&ppn=None&ssid=ijn7108oio0000001687456812781&qH=186764a607df448c,https://rukminim1.flixcart.com/image/612/612/kingqkw0-0/shampoo/d/g/b/200-healthy-long-strong-natural-shampoo-200-ml-trichup-original-imafye9hxhm4bw2n.jpeg?q=70,"Split-ends, Nourishment & Moisturization, Scalp Cleansing Shampoo Ideal For: Men & Women Suitable For: All Hair Types Composition: Aqua / Water / Eau, Sodium Laureth Sulfate, Sodium Chloride, Cocamidopropyl Betaine, Sodium Lauryl Sulfate, Olea Europaea (Olive) Fruit Oil, Parfum (Fragrance), Methylchloroisothiazolinone, Methylisothiazolinone, Magnesium Chloride, Magnesium Nitrate, Disodium Edta, Sodium Hydroxide, Citric Acid, D&C Green 5 (Ci 61570), Fd & C Yellow 5 (Ci 19140), Fd & C Yellow 6 (Ci 15985), D&C Red 33 (Ci 17200)","Natural cleaning process makes it gentle enough for everyday use::India's first shampoo made From ""Real Beer""::5 in 1 conditioning gives you 5 times more conditioned hair with proteins and natural bio-actives of barley and hops::Hops & yeast in beer helps to alleviate dandruff and reduces itchiness of scalp. All types of shampoos are giving you best result for all types of hair problem all shampoo are best for you. Nourish your scalp with the moisturizing goodness of real natural effect softens and cleanses your hair leaving it healthier with every wash. Giving Long Strongest & Best Hair .giving You All Problems Free Hair Afte Use This Shampoo","Applied For	Split-ends, Nourishment & Moisturization, Scalp Cleansing
Hair Type	All Hair Types
Composition	Aqua / Water / Eau, Sodium Laureth Sulfate, Sodium Chloride, Cocamidopropyl Betaine, Sodium Lauryl Sulfate, Olea Europaea (Olive) Fruit Oil, Parfum (Fragrance), Methylchloroisothiazolinone, Methylisothiazolinone, Magnesium Chloride, Magnesium Nitrate, Disodium Edta, Sodium Hydroxide, Citric Acid, D&C Green 5 (Ci 61570), Fd & C Yellow 5 (Ci 19140), Fd & C Yellow 6 (Ci 15985), D&C Red 33 (Ci 17200)
Container Type	Plastic Bottle
Ideal For	Men & Women
pack_of	1
Country of Origin	india",Good :- Best shampoo :- Good,VasuStore4.4
